title,bazdid,karbaran,minute,title1,ژانر,کشور,سال,imdb,number of episod,قسمت,فصل,serial,film
طلا,22,12,6.41,طلا,"جنایی,ماجراجویی,هیجان‌انگیز","آمریکا ",1395,6.7,0,0,0,NULL,1
طلا,22,12,6.41,طلا,"جنایی,ماجراجویی,هیجان‌انگیز","آمریکا ",1395,6.7,0,0,0,NULL,1
طلا,22,12,6.41,طلا,"جنایی,ماجراجویی,هیجان‌انگیز","آمریکا ",1395,6.7,0,0,0,NULL,1
طلا و مس,7,7,0.77,طلا و مس,NULL,ایران,1388,0,0,0,0,NULL,1
طلسم اژدها,44,16,19.59,طلسم اژدها,"انیمیشن,طنز,ماجراجویی",روسیه,1394,5.6,0,0,0,NULL,1
طلسم اژدها,44,16,19.59,طلسم اژدها,"انیمیشن,طنز,ماجراجویی",روسیه,1394,5.6,0,0,0,NULL,1
طلسم اژدها,44,16,19.59,طلسم اژدها,"انیمیشن,طنز,ماجراجویی",روسیه,1394,5.6,0,0,0,NULL,1
طلسم اژدها,44,16,19.59,طلسم اژدها,"انیمیشن,طنز,ماجراجویی",روسیه,1394,5.6,0,0,0,NULL,1
طلسم اژدها,44,16,19.59,طلسم اژدها,"انیمیشن,طنز,ماجراجویی",روسیه,1394,5.6,0,0,0,NULL,1
طلسم اژدها,44,16,19.59,طلسم اژدها,"انیمیشن,طنز,ماجراجویی",روسیه,1394,5.6,0,0,0,NULL,1
طوفان,24,15,6.27,طوفان,اکشن,هنگ کنگ,1394,5,0,0,0,NULL,1
طوفان جهانی,19,12,6.82,طوفان جهانی,اکشن,آمریکا,1395,5.3,0,0,0,NULL,1
ظهور سیاره میمون ها,64,26,22.67,ظهور سیاره میمون ها,NULL,آمریکا,1389,7.6,0,0,0,NULL,1
عادت جدید امپراطور,111,35,26.56,عادت جدید امپراطور,انیمیشن،کمدی,آمریکا,1379,7.4,0,0,0,NULL,1
عالیجناب قسمت 1,28,12,6.38,"عالیجناب ",اجتماعی,ایران,1395,6.1,6,1,1,1,NULL
عالیجناب قسمت 2,15,6,2.19,"عالیجناب ",اجتماعی,ایران,1395,6.1,6,2,1,1,NULL
عالیجناب قسمت 3,15,5,4.31,"عالیجناب ",اجتماعی,ایران,1395,6.1,6,3,1,1,NULL
عالیجناب قسمت 4,7,3,2.2,"عالیجناب ",اجتماعی,ایران,1395,6.1,6,4,1,1,NULL
عالیجناب قسمت 5,8,3,2.3,"عالیجناب ",اجتماعی,ایران,1395,6.1,6,5,1,1,NULL
عالیجناب قسمت 6,15,7,3.75,"عالیجناب ",اجتماعی,ایران,1395,6.1,6,6,1,1,NULL
عروس زندان,33,14,13.08,عروس زندان,خانوادگی،ماجراجویی,ایران,1387,0,0,0,0,NULL,1
عروسی مامان,25,23,9.64,عروسی مامان,NULL,ایران,1386,0,0,0,0,NULL,1
عشق متحرک,1,1,0.03,عشق متحرک,خانوادگی,آمریکا,1396,6,0,0,0,NULL,1
عشقولانس,162,78,70.18,عشقولانس,NULL,ایران,1395,0,0,0,0,NULL,1
عصر یخبندان: ظهور دایناسورها,129,67,42.19,عصر یخبندان: ظهور دایناسورها,NULL,"آمریکا ",1387,7,0,0,0,NULL,1
عطسه های نحس,13,10,3.84,عطسه های نحس,"خانوادگی,درام",ایران,1391,0,0,0,0,NULL,1
عطش مبارزه,82,32,25.84,عطش مبارزه,ماجراجویی،علمی-تخیلی,آمریکا,1391,7.2,0,0,0,NULL,1
عطش مبارزه: اشتعال,80,48,26.38,عطش مبارزه: اشتعال,ماجراجویی،علمی-تخیلی,آمریکا,1392,7.5,0,0,0,NULL,1
عطش مبارزه: زاغ مقلد بخش اول,53,26,15.52,عطش مبارزه: زاغ مقلد بخش اول,"حادثه‌ای,علمی-تخیلی,ماجراجویی,هیجان‌انگیز,ورزشی",آمریکا,1393,NULL,0,0,0,NULL,1
عطش مبارزه: زاغ مقلد بخش دوم,33,24,15.25,عطش مبارزه: زاغ مقلد بخش دوم,"حادثه‌ای,علمی-تخیلی,ماجراجویی,هیجان‌انگیز,ورزشی",آمریکا,1393,NULL,0,0,0,NULL,1
عقاب پادشاه آسمانها,4,4,0.45,عقاب پادشاه آسمانها,فیلم کوتاه،مستند,آمریکا,1394,0,0,0,0,NULL,1
عقب نشینی,37,29,16.79,عقب نشینی,درام،جنایی,کانادا,1397,3.7,0,0,0,NULL,1
عقرب 1 قسمت 1,14,8,5.24,"عقرب ",درام،اکشن,آمریکا,1393,7.1,9,1,1,1,NULL
عقرب 1 قسمت 2,8,6,1.94,"عقرب ",درام،اکشن,آمریکا,1393,7.1,9,2,1,1,NULL
عقرب 1 قسمت 3,14,5,2.33,"عقرب ",درام،اکشن,آمریکا,1393,7.1,9,3,1,1,NULL
عقرب قسمت 4,8,3,1.56,"عقرب ",درام،اکشن,آمریکا,1393,7.1,9,4,1,1,NULL
عقرب قسمت 5,4,2,1.21,"عقرب ",درام،اکشن,آمریکا,1393,7.1,9,5,1,1,NULL
عقرب قسمت 6,8,2,0.89,"عقرب ",درام،اکشن,آمریکا,1393,7.1,9,6,1,1,NULL
عقرب قسمت 7,2,2,1.06,"عقرب ",درام،اکشن,آمریکا,1393,7.1,9,7,1,1,NULL
عقرب قسمت 8,5,2,1.16,"عقرب ",درام،اکشن,آمریکا,1393,7.1,9,8,1,1,NULL
عقرب قسمت 9,3,2,1.06,"عقرب ",درام،اکشن,آمریکا,1393,7.1,9,9,1,1,NULL
علاءالدین 3,29,19,8.13,علاءالدین 3,انیمیشن،کودکان,آمریکا,1373,6.4,0,0,0,NULL,1
علی البدل قسمت 1,48,21,12.28,"علی البدل ",طنز,ایران,1395,NULL,14,1,1,1,NULL
علی البدل قسمت 1,48,21,12.28,"علی البدل ",طنز,ایران,1395,NULL,14,1,1,1,NULL
علی البدل قسمت 10,13,5,7.05,"علی البدل ",طنز,ایران,1395,NULL,14,10,1,1,NULL
علی البدل قسمت 10,13,5,7.05,"علی البدل ",طنز,ایران,1395,NULL,14,10,1,1,NULL
علی البدل قسمت 11,18,10,9.89,"علی البدل ",طنز,ایران,1395,NULL,14,11,1,1,NULL
علی البدل قسمت 11,18,10,9.89,"علی البدل ",طنز,ایران,1395,NULL,14,11,1,1,NULL
علی البدل قسمت 12,13,5,4.68,"علی البدل ",طنز,ایران,1395,NULL,14,12,1,1,NULL
علی البدل قسمت 12,13,5,4.68,"علی البدل ",طنز,ایران,1395,NULL,14,12,1,1,NULL
علی البدل قسمت 13,8,3,2.61,"علی البدل ",طنز,ایران,1395,NULL,14,13,1,1,NULL
علی البدل قسمت 13,8,3,2.61,"علی البدل ",طنز,ایران,1395,NULL,14,13,1,1,NULL
علی البدل قسمت 14,13,6,5.54,"علی البدل ",طنز,ایران,1395,NULL,14,14,1,1,NULL
علی البدل قسمت 14,13,6,5.54,"علی البدل ",طنز,ایران,1395,NULL,14,14,1,1,NULL
علی البدل قسمت 2,22,15,9.95,"علی البدل ",طنز,ایران,1395,NULL,14,2,1,1,NULL
علی البدل قسمت 2,22,15,9.95,"علی البدل ",طنز,ایران,1395,NULL,14,2,1,1,NULL
علی البدل قسمت 3,13,8,5.02,"علی البدل ",طنز,ایران,1395,NULL,14,3,1,1,NULL
علی البدل قسمت 3,13,8,5.02,"علی البدل ",طنز,ایران,1395,NULL,14,3,1,1,NULL
علی البدل قسمت 4,16,12,10.12,"علی البدل ",طنز,ایران,1395,NULL,14,4,1,1,NULL
علی البدل قسمت 4,16,12,10.12,"علی البدل ",طنز,ایران,1395,NULL,14,4,1,1,NULL
علی البدل قسمت 5,19,11,9.22,"علی البدل ",طنز,ایران,1395,NULL,14,5,1,1,NULL
علی البدل قسمت 5,19,11,9.22,"علی البدل ",طنز,ایران,1395,NULL,14,5,1,1,NULL
علی البدل قسمت 6,9,7,7.04,"علی البدل ",طنز,ایران,1395,NULL,14,6,1,1,NULL
علی البدل قسمت 6,9,7,7.04,"علی البدل ",طنز,ایران,1395,NULL,14,6,1,1,NULL
علی البدل قسمت 7,10,6,9.1,"علی البدل ",طنز,ایران,1395,NULL,14,7,1,1,NULL
علی البدل قسمت 7,10,6,9.1,"علی البدل ",طنز,ایران,1395,NULL,14,7,1,1,NULL
علی البدل قسمت 8,10,8,6.22,"علی البدل ",طنز,ایران,1395,NULL,14,8,1,1,NULL
علی البدل قسمت 8,10,8,6.22,"علی البدل ",طنز,ایران,1395,NULL,14,8,1,1,NULL
علی البدل قسمت 9,16,10,7.54,علی البدل,طنز,ایران,1395,NULL,14,9,1,1,NULL
علی البدل قسمت 9,16,10,7.54,علی البدل,طنز,ایران,1395,NULL,14,9,1,1,NULL
عمر مختار,7,6,3.38,عمر مختار,تاریخی،مذهبی,آمریکا,1360,8.4,0,0,0,NULL,1
عملیات کرومات,3,2,1.7,عملیات کرومات,NULL,آمریکا,1395,6.2,0,0,0,NULL,1
عمو درو,28,10,10.42,عمو درو,ورزشی،کمدی,آمریکا,1397,5.7,0,0,0,NULL,1
عنکبوت,240,136,107.62,عنکبوت,"علمی-تخیلی,اکشن",هند,1396,6.8,0,0,0,NULL,1
غارتگر,199,108,81.76,غارتگر,"علمی-تخیلی,اکشن،ترسناک",آمریکا,1397,5.4,0,0,0,NULL,1
غریبه کوچک,8,8,3.12,غریبه کوچک,ترسناک،درام،معمائی,انگلیس,1396,5.6,0,0,0,NULL,1
غلاف تمام فلزی,6,5,1.16,غلاف تمام فلزی,جنگی,"آمریکا ، انگلستان ",1365,8.3,0,0,0,NULL,1
پسر جهنمی,242,105,69.65,پسر جهنمی,"حادثه‌ای,فانتزی,وحشت",انگلیس،آمریکا,1383,6.9,0,0,0,NULL,1
پسر جهنمی,242,105,69.65,پسر جهنمی,"حادثه‌ای,فانتزی,وحشت",انگلیس،آمریکا,1383,6.9,0,0,0,NULL,1
پسر زیبا,15,5,6.16,NULL,درام،زندگینامه,آمریکا,1397,6.5,NULL,NULL,NULL,NULL,NULL
پسر زیبا,15,5,6.16,NULL,درام،زندگینامه,آمریکا,1397,6.5,NULL,NULL,NULL,NULL,NULL
پسر زیبا,15,5,6.16,NULL,درام،زندگینامه,آمریکا,1397,6.5,NULL,NULL,NULL,NULL,NULL
پسر زیبا,15,5,6.16,NULL,درام،زندگینامه,آمریکا,1397,6.5,NULL,NULL,NULL,NULL,NULL
پسر زیبا,15,5,6.16,NULL,درام،زندگینامه,آمریکا,1397,6.5,NULL,NULL,NULL,NULL,NULL
پسر زیبا,15,5,6.16,NULL,درام،زندگینامه,آمریکا,1397,6.5,NULL,NULL,NULL,NULL,NULL
پسر کوچک مامان,2,1,0.08,پسر کوچک مامان,مستند,کانادا,1396,0,0,0,0,NULL,1
پسرهای ترشیده,3558,1682,1075.91,پسرهای ترشیده,"خانوادگی,طنز",ایران,1396,0,0,0,0,NULL,1
پسرهای ترشیده,3558,1682,1075.91,پسرهای ترشیده,"خانوادگی,طنز",ایران,1396,0,0,0,0,NULL,1
پسرهای ترشیده,3558,1682,1075.91,پسرهای ترشیده,"خانوادگی,طنز",ایران,1396,0,0,0,0,NULL,1
پسرهای ترشیده,3558,1682,1075.91,پسرهای ترشیده,"خانوادگی,طنز",ایران,1396,0,0,0,0,NULL,1
پسرهای ترشیده,3558,1682,1075.91,پسرهای ترشیده,"خانوادگی,طنز",ایران,1396,0,0,0,0,NULL,1
پسرهای ترشیده,3558,1682,1075.91,پسرهای ترشیده,"خانوادگی,طنز",ایران,1396,0,0,0,0,NULL,1
پشت صحنه,9,8,2.82,پشت صحنه,مستند,ایران,1394,0,0,0,0,NULL,1
پلنگ سیاه,144,60,49.84,پلنگ سیاه,"حادثه‌ای,علمی-تخیلی,ماجراجویی",آمریکا,1396,7.6,0,0,0,NULL,1
پلنگ سیاه,144,60,49.84,پلنگ سیاه,"حادثه‌ای,علمی-تخیلی,ماجراجویی",آمریکا,1396,7.6,0,0,0,NULL,1
پلنگ سیاه,144,60,49.84,پلنگ سیاه,"حادثه‌ای,علمی-تخیلی,ماجراجویی",آمریکا,1396,7.6,0,0,0,NULL,1
پلنگ سیاه,144,60,49.84,پلنگ سیاه,"حادثه‌ای,علمی-تخیلی,ماجراجویی",آمریکا,1396,7.6,0,0,0,NULL,1
پلنگ سیاه,144,60,49.84,پلنگ سیاه,"حادثه‌ای,علمی-تخیلی,ماجراجویی",آمریکا,1396,7.6,0,0,0,NULL,1
پلنگ سیاه,144,60,49.84,پلنگ سیاه,"حادثه‌ای,علمی-تخیلی,ماجراجویی",آمریکا,1396,7.6,0,0,0,NULL,1
پلنگ سیاه,144,60,49.84,پلنگ سیاه,"حادثه‌ای,علمی-تخیلی,ماجراجویی",آمریکا,1396,7.6,0,0,0,NULL,1
پلنگ سیاه ویژه ناشنوایان,67,30,22.38,پلنگ سیاه ویژه ناشنوایان,"حادثه‌ای,علمی-تخیلی,ماجراجویی",آمریکا,1396,7.6,0,0,0,NULL,1
پلنگ صورتی,234,177,32.26,پلنگ صورتی,"جنایی,خانوادگی,رازآلود ,طنز,ماجراجویی",آمریکا ، جمهوری چک,1384,7.7,71,0,0,NULL,1
پلنگ صورتی,234,177,32.26,پلنگ صورتی,"جنایی,خانوادگی,رازآلود ,طنز,ماجراجویی",آمریکا ، جمهوری چک,1384,7.7,71,0,0,NULL,1
پلنگ صورتی,234,177,32.26,پلنگ صورتی,"جنایی,خانوادگی,رازآلود ,طنز,ماجراجویی",آمریکا ، جمهوری چک,1384,7.7,71,0,0,NULL,1
پلنگ صورتی,234,177,32.26,پلنگ صورتی,"جنایی,خانوادگی,رازآلود ,طنز,ماجراجویی",آمریکا ، جمهوری چک,1384,7.7,71,0,0,NULL,1
پلنگ صورتی و پالس قسمت 1,573,371,107.49,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,1,1,1,NULL
پلنگ صورتی و پالس قسمت 10,72,44,19.27,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,10,1,1,NULL
پلنگ صورتی و پالس قسمت 11,83,40,18.52,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,11,1,1,NULL
پلنگ صورتی و پالس قسمت 12,70,35,18.83,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,12,1,1,NULL
پلنگ صورتی و پالس قسمت 13,80,36,19.6,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,13,1,1,NULL
پلنگ صورتی و پالس قسمت 14,59,33,12.06,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,14,1,1,NULL
پلنگ صورتی و پالس قسمت 15,60,30,12.19,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,15,1,1,NULL
پلنگ صورتی و پالس قسمت 16,46,29,6.8,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,16,1,1,NULL
پلنگ صورتی و پالس قسمت 17,59,27,9.24,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,17,1,1,NULL
پلنگ صورتی و پالس قسمت 18,35,23,6.07,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,18,1,1,NULL
پلنگ صورتی و پالس قسمت 19,41,25,7.3,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,19,1,1,NULL
پلنگ صورتی و پالس قسمت 2,285,163,64.96,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,2,1,1,NULL
پلنگ صورتی و پالس قسمت 20,45,25,7.42,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,20,1,1,NULL
پلنگ صورتی و پالس قسمت 21,45,29,13.18,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,21,1,1,NULL
پلنگ صورتی و پالس قسمت 22,80,34,11.72,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,22,1,1,NULL
پلنگ صورتی و پالس قسمت 23,89,37,15.74,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,23,1,1,NULL
پلنگ صورتی و پالس قسمت 24,72,30,12.26,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,24,1,1,NULL
پلنگ صورتی و پالس قسمت 25,84,50,20.94,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,25,1,1,NULL
پلنگ صورتی و پالس قسمت 26,129,82,28.23,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,26,1,1,NULL
پلنگ صورتی و پالس قسمت 3,202,120,51.52,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,3,1,1,NULL
پلنگ صورتی و پالس قسمت 4,143,93,33.96,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,4,1,1,NULL
پلنگ صورتی و پالس قسمت 5,114,81,28.76,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,5,1,1,NULL
پلنگ صورتی و پالس قسمت 6,66,48,21.27,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,6,1,1,NULL
پلنگ صورتی و پالس قسمت 7,94,54,23.36,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,7,1,1,NULL
پلنگ صورتی و پالس قسمت 8,92,49,17.8,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,8,1,1,NULL
پلنگ صورتی و پالس قسمت 9,64,46,20.33,"پلنگ صورتی و پالس ",کمدی،کودکان،انیمیشن,آمریکا,1357,0,26,9,1,1,NULL
پلوی: پرواز از آشیانه,37,12,7.75,پلوی: پرواز از آشیانه,انیمیشن، خانوادگی,ایسلند,1396,5.4,0,0,0,NULL,1
پنج انگشت برای مارسی,30,18,7.33,پنج انگشت برای مارسی,درام، وسترن,آمریکا,1395,6.3,0,0,0,NULL,1
پنج ستاره,70,30,18.05,پنج ستاره,NULL,ایران,1392,0,0,0,0,NULL,1
پنج ستاره,70,30,18.05,پنج ستاره,NULL,ایران,1392,0,0,0,0,NULL,1
پنهان شدن در نور,3,2,1.48,پنهان شدن در نور,ترسناک،هیجان انگیز,آمریکا,1397,3.8,0,0,0,NULL,1
پونی کوچولو 2:ترس از اژدها,91,33,24.96,پونی کوچولو 2:ترس از اژدها,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 3:یک کلاغ و چهل کلاغ,103,34,31.24,پونی کوچولو 3:یک کلاغ و چهل کلاغ,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 4:دوست پاییزی 1,59,24,9.52,پونی کوچولو 4:دوست پاییزی 1,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 4:دوست پاییزی 2,52,26,10.71,پونی کوچولو 4:دوست پاییزی 2,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 4:دوست پاییزی 3,30,16,4.65,پونی کوچولو 4:دوست پاییزی 3,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 4:دوست پاییزی 4,35,17,4.57,پونی کوچولو 4:دوست پاییزی 4,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 6:مرغ عالیجناب 1,33,16,6.5,پونی کوچولو 6:مرغ عالیجناب 1,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 6:مرغ عالیجناب 2,37,20,7.8,پونی کوچولو 6:مرغ عالیجناب 2,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 6:مرغ عالیجناب 3,33,19,6.32,پونی کوچولو 6:مرغ عالیجناب 3,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 6:مرغ عالیجناب 4,33,21,6.24,پونی کوچولو 6:مرغ عالیجناب 4,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو 6:مرغ عالیجناب 5,37,23,7.2,پونی کوچولو 6:مرغ عالیجناب 5,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونی کوچولو1:دوستان رویایی,134,57,36.58,پونی کوچولو1:دوستان رویایی,کودکان، انیمیشن,آمریکا,1389,7.7,0,0,0,NULL,1
پونیو,44,20,16.12,پونیو,"انیمیشن,خانوادگی,طنز,فانتزی,ماجراجویی",ژاپن,1387,7.9,0,0,0,NULL,1
پونیو,44,20,16.12,پونیو,"انیمیشن,خانوادگی,طنز,فانتزی,ماجراجویی",ژاپن,1387,7.9,0,0,0,NULL,1
پونیو,44,20,16.12,پونیو,"انیمیشن,خانوادگی,طنز,فانتزی,ماجراجویی",ژاپن,1387,7.9,0,0,0,NULL,1
پونیو,44,20,16.12,پونیو,"انیمیشن,خانوادگی,طنز,فانتزی,ماجراجویی",ژاپن,1387,7.9,0,0,0,NULL,1
پونیو,44,20,16.12,پونیو,"انیمیشن,خانوادگی,طنز,فانتزی,ماجراجویی",ژاپن,1387,7.9,0,0,0,NULL,1
